Nombre Municipio,Departamento,Tipo de Nombre,Significado
Sativanorte,Boyacá,Origen Indigena,"Nombre muisca, resultado de la reubicación del antiguo Sátiva"
Sativasur,Boyacá,Origen Indigena,"Nombre muisca, resultado de la reubicación del antiguo Sátiva"
Motavita,Boyacá,Origen Indigena,Nombre muisca
Cómbita,Boyacá,Origen Indigena,Nombre muisca
Betéitiva,Boyacá,Origen Indigena,"Nombre muisca, origen en la historia de Betacín"
La Uvita,Boyacá,Origen Indigena,"Nombre muisca, hace referencia a meseta"
Chinavita,Boyacá,Origen Indigena,Nombre muisca
Pachavita,Boyacá,Origen Indigena,Nombre muisca
Úmbita,Boyacá,Origen Indigena,Nombre muisca
Chivatá,Boyacá,Origen Indigena,"Nombre muisca, entorno apacible y pintoresco"
Chíquiza,Boyacá,Origen Indigena,Nombre muisca
Chitaraque,Boyacá,Origen Indigena,Nombre muisca
Somondoco,Boyacá,Origen Indigena,Nombre muisca; tierra de chicharrón de cuajada
La Uvita,Boyacá,Origen Indigena,"Nombre muisca, hace referencia a una meseta"
Chinavita,Boyacá,Origen Indigena,Nombre muisca
Pachavita,Boyacá,Origen Indigena,Nombre muisca
Úmbita,Boyacá,Origen Indigena,Nombre muisca
Chivatá,Boyacá,Origen Indigena,"Nombre muisca, lugar apacible y pintoresco"
Chíquiza,Boyacá,Origen Indigena,Nombre muisca
Chitaraque,Boyacá,Origen Indigena,Nombre muisca
Somondoco,Boyacá,Origen Indigena,Nombre muisca; tierra del chicharrón de cuajada; cacique Sumondoco
Zipatá,Boyacá,Origen Indigena,"Nombre muisca, posible variante de Zipaquirá"
Derqui,Bogotá D.C.,Origen Indigena,"Nombre inexistente en datos indígenas, posible registro histórico"
Mosquera,Cundinamarca,Origen Indigena,"Nombre colonial, no indígena"
Funza,Cundinamarca,Origen Indigena,"Nombre muisca; asiento del zipa, origen de Bogotá"
Fómeque,Cundinamarca,Origen Indigena,"Nombre muisca, 'beso del colibrí'"
Guasca,Cundinamarca,Origen Indigena,Nombre muisca
Sesquilé,Cundinamarca,Origen Indigena,"Nombre muisca, vecino a la laguna de Guatavita"
Sibaté,Cundinamarca,Origen Indigena,Nombre muisca
Silvania,Cundinamarca,Origen Indigena,"Nombre moderno, poco o nada indígena"
Subachoque,Cundinamarca,Origen Indigena,Nombre muisca
Susa,Cundinamarca,Origen Indigena,Nombre muisca
Suesca,Cundinamarca,Origen Indigena,Nombre muisca
Tibirita,Cundinamarca,Origen Indigena,Nombre muisca
Tenjo,Cundinamarca,Origen Indigena,Nombre muisca
Tibacuy,Cundinamarca,Origen Indigena,Nombre muisca
Tabio,Cundinamarca,Origen Indigena,Nombre muisca
Une,Cundinamarca,Origen Indigena,Nombre muisca
Zipacón,Cundinamarca,Origen Indigena,Nombre muisca: 'lugar del zipa'
Zipaquirá,Cundinamarca,Origen Indigena,Nombre muisca: 'ciudad del zipa'; famosa por sus minas de sal
Guatavita,Cundinamarca,Origen Indigena,Nombre muisca; laguna sagrada que originó la leyenda de El Dorado
Chocontá,Cundinamarca,Origen Indigena,Nombre muisca; lugar de cercado o fortaleza
Cajicá,Cundinamarca,Origen Indigena,"Nombre muisca, referencia a una fortaleza con maderos y cañas"
Bojacá,Cundinamarca,Origen Indigena,"Nombre muisca, sitio histórico de la ejecución del zipa Sagipa"
Chía,Cundinamarca,Origen Indigena,Nombre muisca que significa 'luna'
Cucunubá,Cundinamarca,Origen Indigena,"Nombre muisca, pueblo bien preservado cerca de Ubaté"
Apulo,Cundinamarca,Origen Indigena,"Nombre de origen incierto, pequeño caserío cerca del río Bogotá"
Gama,Cundinamarca,Origen Indigena,"Nombre muisca, pueblo cerca de la provincia del Guavio"
Gachalá,Cundinamarca,Origen Indigena,"Nombre muisca, en la vía a la provincia del Guavio"
Ubaque,Cundinamarca,Origen Indigena,Nombre muisca
Tena,Cundinamarca,Origen Indigena,"Nombre muisca, al sur de la sabana de Bogotá"
Fusagasugá,Cundinamarca,Origen Indigena,"Nombre muisca, frontera entre muiscas y sutagaos"
Pasca,Cundinamarca,Origen Indigena,"Nombre muisca, donde se encontró la balsa de oro muisca"
Pacho,Cundinamarca,Origen Indigena,"Nombre muisca, significa 'padre bueno'"
Pacho,Cundinamarca,Origen Indigena,"Nombre muisca, capital de la provincia de Rionegro"
Cáqueza,Cundinamarca,Origen Indigena,"Nombre muisca, puede significar 'cercado', 'región sin bosque', o 'estado de paz, sin pelea'"
Choachí,Cundinamarca,Origen Indigena,"Nombre muisca, municipio de la provincia del Oriente"
Chipaque,Cundinamarca,Origen Indigena,Nombre muisca
Fosca,Cundinamarca,Origen Indigena,Nombre muisca
Quetame,Cundinamarca,Origen Indigena,Nombre muisca
Guataquí,Cundinamarca,Origen Indigena,"Nombre muisca, municipio ribereño del Magdalena"
Guayabal de Síquima,Cundinamarca,Origen Indigena,"Nombre panche, lengua indígena"
Sasaima,Cundinamarca,Origen Indigena,Nombre panche
Anapoima,Cundinamarca,Origen Indigena,"Nombre panche, derivado del cacique Anapoima"
Anolaima,Cundinamarca,Origen Indigena,Nombre panche
Pulí,Cundinamarca,Origen Indigena,Nombre panche
Quipile,Cundinamarca,Origen Indigena,Nombre panche
Cunday,Tolima,Origen Indigena,"Nombre panche, pueblo histórico en las tierras llanas"
Ambalema,Tolima,Origen Indigena,Nombre panche
Viotá,Cundinamarca,Origen Indigena,"Nombre muisca, terminación -ta común ('lugar' o 'sitio')"
Chivatá,Boyacá,Origen Indigena,"Nombre muisca, variante de Chivatá"
Cucaita,Boyacá,Origen Indigena,"Nombre muisca, terminación -ta"
Chita,Boyacá,Origen Indigena,"Nombre muisca, terminación -ta"
Guayatá,Boyacá,Origen Indigena,"Nombre muisca, terminación -ta"
Oicatá,Boyacá,Origen Indigena,"Nombre muisca, terminación -ta"
Soatá,Boyacá,Origen Indigena,"Nombre muisca, 'sol', terminación -ta"
Socotá,Boyacá,Origen Indigena,"Nombre muisca, terminación -ta"
Tuta,Boyacá,Origen Indigena,"Nombre muisca, terminación -ta"
Samacá,Boyacá,Origen Indigena,"Nombre muisca, terminación -cá (cercado)"
Boyacá,Boyacá,Origen Indigena,"Nombre muisca, terminación -cá (cercado)"
Bojacá,Cundinamarca,Origen Indigena,"Nombre muisca, sitio histórico"
Cajicá,Cundinamarca,Origen Indigena,"Nombre muisca, referencia a fortaleza con maderos y cañas"
Firavitoba,Boyacá,Origen Indigena,"Nombre muisca, terminación -va (cumbre, cresta)"
Boavita,Boyacá,Origen Indigena,"Nombre muisca, terminación -vita (cumbre, cresta)"
Cuítiva,Boyacá,Origen Indigena,"Nombre muisca, junto a la laguna de Tota"
Panqueba,Boyacá,Origen Indigena,"Nombre muisca, pueblo natal del maestro Luis A. Calvo"
Pisba,Boyacá,Origen Indigena,"Nombre muisca, nombre del páramo y del cacique de la zona"
Motavita,Boyacá,Origen Indigena,"Nombre muisca, cresta o cumbre"
Cómbita,Boyacá,Origen Indigena,"Nombre muisca, localidad del corazón de Boyacá"
Chulavita,Boavita,Origen Indigena,"Nombre muisca, vereda famosa de Boavita"
Chachavita,Boavita,Origen Indigena,"Nombre muisca, vereda en el norte de Boyacá"
Bochalema,Norte de Santander,Origen Indigena,"Nombre de origen indígena, cercano a Pamplona"
Bucarasica,Norte de Santander,Origen Indigena,"Pueblo ubicado en un filo con una única carretera de entrada y salida, nombre indígena"
Bucaramanga,Santander,Origen Indigena,"Ciudad fundada sobre un antiguo asentamiento indígena, origen discutido"
Cáchira,Norte de Santander,Origen Indigena,"Nombre indígena, pueblo con historia ligada a batallas de independencia"
Carcasí,Santander,Origen Indigena,"Nombre derivado de grupo indígena de los carcasíes, con iglesia colonial antigua"
Cepitá,Santander,Origen Indigena,"Nombre indígena chitarero, pueblo en páramo de Santurbán"
Charta,Santander,Origen Indigena,"Nombre indígena ligado a líder cacique, primera misa en región"
Chima,Santander,Origen Indigena,"Nombre indígena, situado en serranía de Yariguíes"
Chipatá,Santander,Origen Indigena,"Primer lugar de la región donde se ofició misa, nombre indígena"
Chitagá,Norte de Santander,Origen Indigena,"Nombre de etnia chitarera, grupo cercano a los chitareros guanes"
Chinácota,Norte de Santander,Origen Indigena,"Nombre indígena, sitio de la herida mortal del conquistador Ambrosio Alfinger"
Chinú,Córdoba,Origen Indigena,"Nombre indígena, pueblo con cultura zenú"
Chimichagua,Cesar,Origen Indigena,"Nombre indígena chimila, famoso por la cumbia La Piragua"
Chiriguaná,Cesar,Origen Indigena,Nombre indígena chimila
Coello,Tolima,Origen Indigena,"Nombre indígena pijao, asentamiento histórico"
Contratación,Santander,Origen Indigena,"Nombre relacionado a lugar en provincia Guanentá, posible origen indígena"
Coromoro,Santander,Origen Indigena,"Nombre indígena, asociado a guerrillas de independencia"
Cúcuta,Norte de Santander,Origen Indigena,"Nombre indígena de la etnia cucutilla, fundada por Juana Rangel de Cuéllar"
Curumaní,Cesar,Origen Indigena,Nombre indígena chimila
Dabeiba,Antioquia,Origen Indigena,"Nombre derivado de una mujer mitológica Dabaibe, asociada a templos indígenas"
El Carmen de Chucurí,Santander,Origen Indigena,"Nombre derivado de río Chucurí, de origen indígena"
El Carmen de Viboral,Antioquia,Origen Indigena,Nombre religioso; zona con antecedente indígena
El Peñol,Antioquia,Origen Indigena,Nombre probablemente derivado de formación rocosa y toponimia indígena
El Tarra,Norte de Santander,Origen Indigena,"Nombre indígena, ubicado en cuenca del río Tarra en Catatumbo"
El Zulia,Norte de Santander,Origen Indigena,Nombre derivado de una mujer indígena líder de resistencia contra españoles
Espinal,Tolima,Origen Indigena,Nombre de origen indígena pijao
Facatativá,Cundinamarca,Origen Indigena,Nombre muisca; significa lugar de balsas o canoas
Firavitoba,Boyacá,Origen Indigena,Nombre muisca; localidad con iglesia monumental
Fómeque,Cundinamarca,Origen Indigena,Nombre muisca; significa 'beso del colibrí'
Fusagasugá,Cundinamarca,Origen Indigena,"Nombre muisca, frontera entre muiscas y sutagaos"
Galán,Santander,Origen Indigena,"Nombre de héroe de independencia, población con historia indígena"
Gámbita,Santander,Origen Indigena,"Nombre indígena, pueblo pintoresco de la provincia de Comunera"
Gámeza,Boyacá,Origen Indigena,Nombre de cacique local en provincia de Sugamuxi
Garagoa,Boyacá,Origen Indigena,Nombre muisca
Gachetá,Cundinamarca,Origen Indigena,Nombre muisca
Gachalá,Cundinamarca,Origen Indigena,Nombre muisca
Guaca,Santander,Origen Indigena,Nombre indígena convertido en sustantivo castellano
Guadalupe,Santander,Origen Indigena,"Nombre religioso, población con historia indígena"
Guadarrama,Santander,Origen Indigena,Población con historia indígena
Guaduas,Cundinamarca,Origen Indigena,"Nombre muisca, localidad histórica"
Guarne,Antioquia,Origen Indigena,"Nombre indígena, significado impreciso"
Güepsa,Santander,Origen Indigena,"Nombre indígena, en límites de muiscas y guanes"
Ibague,Tolima,Origen Indigena,"Nombre pijao, asociado a cacique o mujer indígena"
Iza,Boyacá,Origen Indigena,"Nombre muisca, conocido por aguas termales"
Labateca,Norte de Santander,Origen Indigena,"Nombre indígena, ubicado en límites entre tunebos y chitareros"
Líbano,Tolima,Origen Indigena,"Nombre posiblemente indígena, llamado así por influencia histórica"
Lorica,Córdoba,Origen Indigena,"Nombre de cacique indígena, Orica"
Macaravita,Santander,Origen Indigena,Nombre indígena muisca
Málaga,Santander,Origen Indigena,Población con historia indígena en región de García Rovira
Manatí,Atlántico,Origen Indigena,"Nombre posiblemente indígena, ciudad con historia colonial"
Manaure,Cesar,Origen Indigena,Nombre de cacique indígena noble
Marquetalia,Caldas,Origen Indigena,Nombre de etnia indígena conocida como marquetones
Mariquita,Tolima,Origen Indigena,Nombre indígena derivado de cacique local
Mistrató,Risaralda,Origen Indigena,Nombre indígena que significa 'río de las loras'
Molagavita,Santander,Origen Indigena,Nombre indígena muisca
Moniquirá,Boyacá,Origen Indigena,"Nombre muisca, 'cercado de baño'"
Monguí,Boyacá,Origen Indigena,"Nombre muisca, famoso por su basílica menor"
Motavita,Boyacá,Origen Indigena,"Nombre muisca, referente a cresta o cumbre"
Murindó,Antioquia,Origen Indigena,Nombre indígena en región Urabá
Mutatá,Antioquia,Origen Indigena,"Nombre indígena embera, variante mutadó"
Necoclí,Antioquia,Origen Indigena,Nombre indígena de la región de Urabá
Nechí,Antioquia,Origen Indigena,Término indígena relacionado con la palabra oro
Nimaima,Cundinamarca,Origen Indigena,Nombre indígena panche
Norosí,Bolívar,Origen Indigena,Nombre indígena de origen perdido
Ocaña,Norte de Santander,Origen Indigena,Nombre indígena de cacique local
Oiba,Santander,Origen Indigena,Nombre de cacique local indígena
Oicatá,Boyacá,Origen Indigena,Nombre muisca
Oporapa,Huila,Origen Indigena,Nombre indígena
Pamplona,Norte de Santander,Origen Indigena,Ciudad fundada en territorio indígena
Paya,Boyacá,Origen Indigena,"Nombre muisca, población olvidada"
Pasca,Cundinamarca,Origen Indigena,"Nombre muisca, conocido por la balsa de oro"
Pasto,Nariño,Origen Indigena,"Nombre indígena kamsá, significa 'lugar de fiesta'"
Pauna,Boyacá,Origen Indigena,"Nombre muzo, etnia caribe"
Pitalito,Huila,Origen Indigena,Nombre indígena asociado a palma amazónica
Pococí,Costa Rica,Origen Indigena,"Nombre originado en grupo indígena (fuera de Colombia, para referencia)"
Popayán,Cauca,Origen Indigena,"Nombre de origen nasa-paez, 'dos ríos' o 'viento'"
Quetame,Cundinamarca,Origen Indigena,Nombre muisca
Quimbaya,Quindío,Origen Indigena,Nombre de la cultura indígena precolombina quimbaya
Quinchía,Risaralda,Origen Indigena,"Nombre indígena, relacionado con 'quinchos' (cercado)"
Quipile,Cundinamarca,Origen Indigena,Nombre panche
Quípama,Boyacá,Origen Indigena,"Nombre muzo, zona de explotación de esmeraldas"
Ráquira,Boyacá,Origen Indigena,"Nombre muisca, 'ciudad de las ollas'"
Repelón,Atlántico,Origen Indigena,Nombre indígena de la región
Rionegro,Antioquia,Origen Indigena,"Nombre indígena desvirtuado, zona fluvial"
Roberto Payán,Nariño,Origen Indigena,"Nombre moderno, no indígena"
Salamina,Caldas,Origen Indigena,"Nombre indígena, etimología incierta"
San Agustín,Huila,Origen Indigena,Territorio de cultura indígena agustiniana
San Basilio de Palenque,Bolívar,Origen Indigena,Pueblo cimarrón con herencia africana e indígena
San Gil,Santander,Origen Indigena,Nombre colonial con presencia indígena guane
San José del Guaviare,Guaviare,Origen Indigena,Nombre patronímico español con topónimo indígena
San Vicente del Caguán,Caquetá,Origen Indigena,"Nombre compuesto, con raíz indígena"
Sardinata,Norte de Santander,Origen Indigena,Nombre indígena
Simití,Bolívar,Origen Indigena,Nombre indígena tradicional con referencias desde 1537
Sogamoso,Boyacá,Origen Indigena,Nombre muisca: 'morada del sol'
Socha,Boyacá,Origen Indigena,Nombre muisca
Soacha,Cundinamarca,Origen Indigena,"Nombre muisca, 'hombre del sol'"
Somondoco,Boyacá,Origen Indigena,Nombre muisca; tierra del chicharrón de cuajada
Sotaquirá,Boyacá,Origen Indigena,Nombre muisca
Suaza,Huila,Origen Indigena,Significa 'río de la tierra pequeña' en lengua local
Susa,Cundinamarca,Origen Indigena,Nombre muisca
Sutamarchán,Boyacá,Origen Indigena,Nombre muisca
Sutatausa,Cundinamarca,Origen Indigena,Nombre muisca
Sutatenza,Boyacá,Origen Indigena,Nombre muisca
Tabio,Cundinamarca,Origen Indigena,Nombre muisca
Tamalameque,Cesar,Origen Indigena,"Nombre indígena, líder que resistió conquista"
Tena,Cundinamarca,Origen Indigena,Nombre muisca
Tibacuy,Cundinamarca,Origen Indigena,Nombre muisca
Tibú,Norte de Santander,Origen Indigena,Nombre indígena embera
Tibirita,Cundinamarca,Origen Indigena,Nombre muisca
Timaná,Huila,Origen Indigena,"Nombre indígena, 'caliente' o 'caluroso'"
Tinjacá,Boyacá,Origen Indigena,Nombre muisca
Tocancipá,Cundinamarca,Origen Indigena,Nombre muisca
Toluviejo,Sucre,Origen Indigena,Nombre indígena desvirtuado
Topaipí,Cundinamarca,Origen Indigena,Nombre indígena muzo-caribe
Tota,Boyacá,Origen Indigena,"Nombre muisca, hace referencia a 'laguna'"
Totoró,Cauca,Origen Indigena,Nombre nasa-paez
Tunja,Boyacá,Origen Indigena,"Nombre muisca, 'cercado del cacique'"
Tununguá,Boyacá,Origen Indigena,Nombre muzo
Turbaná,Bolívar,Origen Indigena,Nombre indígena derivado de cacique Yurbaná
Turbaco,Bolívar,Origen Indigena,Nombre indígena derivado de cacique Yurbaco
Tuta,Boyacá,Origen Indigena,Nombre muisca
Ubaté,Cundinamarca,Origen Indigena,Nombre muisca
Uramita,Antioquia,Origen Indigena,"Nombre indígena, diminutivo de 'totuma'"
Urrao,Antioquia,Origen Indigena,Nombre indígena nutabe
Usiacurí,Atlántico,Origen Indigena,Nombre indígena local
Valledupar,Cesar,Origen Indigena,Nombre derivado del cacique Upar
Vegachí,Antioquia,Origen Indigena,Nombre con posible sonoridad indígena accidental
Yalí,Antioquia,Origen Indigena,Nombre indígena
Yondó,Antioquia,Origen Indigena,Nombre indígena embera
Yopal,Casanare,Origen Indigena,Nombre indígena de los llanos
Zapatoca,Santander,Origen Indigena,"Nombre guane, probable significado 'sepultura del padre en lo alto del río'"
Zipacón,Cundinamarca,Origen Indigena,"Nombre muisca, 'lugar del zipa'"
Zipaquirá,Cundinamarca,Origen Indigena,"Nombre muisca, 'ciudad del zipa', famosa por sus minas de sal"
Barrancabermeja,Santander,Origen Indigena,Nombre con raíces indígenas guanes; ciudad petrolera y puerto fluvial
Berbeo,Boyacá,Origen Indigena,"Nombre muisca, municipio pequeño con patrimonio colonial"
Boyacá,Boyacá,Origen Indigena,Nombre muisca; región y municipio en el corazón del altiplano andino
Briceno,Antioquia,Origen Indigena,Nombre de origen indígena
Buenaventura,Valle del Cauca,Origen Indigena,Nombre colonial con fuerte presencia indígena originaria en territorio pacífico
Bugalagrande,Valle del Cauca,Origen Indigena,Nombre con posible origen indígena mezclado con voces españolas
Bucaramanga,Santander,Origen Indigena,"Nombre con raíces indígenas guanes, ciudad fundada sobre asentamiento precolombino"
Cabrera,Cundinamarca,Origen Indigena,"Nombre de origen español, territorio con presencia ancestral indígena"
Cachipay,Cundinamarca,Origen Indigena,Nombre panche
Cacota,Norte de Santander,Origen Indigena,Nombre de etnia indígena local
Caicedonia,Valle del Cauca,Origen Indigena,"Nombre derivado de apellido español, región con presencia indígena"
Calarcá,Quindío,Origen Indigena,Nombre indígena relacionado con cultura quimbaya
Cambao,Antioquia,Origen Indigena,Nombre indígena poco documentado
Candelaria,Valle del Cauca,Origen Indigena,Nombre religioso con asentamientos indígenas en la zona
Caparrapí,Cundinamarca,Origen Indigena,Nombre indígena caribe con significado incierto
Caramanta,Antioquia,Origen Indigena,"Nombre indígena, paraje en límites de departamentos"
Carepa,Antioquia,Origen Indigena,"Nombre que significa 'papagayo', lengua embera"
Carmen de Viboral,Antioquia,Origen Indigena,Nombre religioso con antecedentes indígenas
Cartagena,Bolívar,Origen Indigena,"Nombre colonial, territorio con fuerte presencia indígena precolombina"
Cartago,Valle del Cauca,Origen Indigena,"Nombre colonial, región prehispánica con asentamientos indígenas"
Chachagüí,Nariño,Origen Indigena,Nombre indígena guambiano o awá
Chía,Cundinamarca,Origen Indigena,Nombre muisca que significa 'luna'
Chimá,Córdoba,Origen Indigena,Nombre de un cacique local indígena
Chiquinquirá,Boyacá,Origen Indigena,Nombre muisca que significa 'cienaga de los muiscas'
Chocontá,Cundinamarca,Origen Indigena,Nombre muisca que significa 'cercado o fortaleza'
Chitagá,Norte de Santander,Origen Indigena,Nombre del grupo indígena chitarero
Chocó,Chocó,Origen Indigena,"Nombre indígena, departamento y municipio con vocablo propio"
Chocontá,Cundinamarca,Origen Indigena,"Nombre muisca, sitio de importancia precolombina"
Cicuco,Bolívar,Origen Indigena,Nombre derivado de cacique indígena malibú
Cocorná,Antioquia,Origen Indigena,"Nombre indígena embera, posible cacique local"
Coello,Tolima,Origen Indigena,Nombre indígena pijao
Coper,Boyacá,Origen Indigena,Nombre muzo-caribe
Corozal,Sucre,Origen Indigena,Nombre indígena con significado posible
Covarachía,Boyacá,Origen Indigena,"Nombre muisca, variante de Chía"
Cúcuta,Norte de Santander,Origen Indigena,Nombre de etnia cucutilla
Cubará,Boyacá,Origen Indigena,Nombre indígena uwa o tunebo
Curumaní,Cesar,Origen Indigena,Nombre indígena chimila
Dabeiba,Antioquia,Origen Indigena,Nombre que deriva de mujer mitológica Dabaibe
Delicias,Antioquia,Origen Indigena,Nombre español en municipio con raíces indígenas
Duitama,Boyacá,Origen Indigena,Nombre muisca; cacique con significado 'cercado o fortaleza'
El Bagre,Antioquia,Origen Indigena,Nombre asociado a río de vocablo indígena chocoano
El Carmen de Chucurí,Santander,Origen Indigena,Nombre compuesto con vocablo indígena
El Charco,Nariño,Origen Indigena,"Nombre oriundo de la región, con posible toponimia indígena"
El Dorado,Meta,Origen Indigena,"Nombre legendario, con origen en mito indígena"
El Zulia,Norte de Santander,Origen Indigena,Nombre de una mujer indígena líder de resistencia
Florencia,Caquetá,Origen Indigena,Nombre colonial ubicado en territorio indígena huitoto
Fonseca,La Guajira,Origen Indigena,Nombre colonial en zona indígena wayúu
Fómeque,Cundinamarca,Origen Indigena,Nombre muisca que significa 'beso del colibrí'
Fusagasugá,Cundinamarca,Origen Indigena,"Nombre muisca, sitio de límite entre muiscas y sutagaos"
Gachalá,Cundinamarca,Origen Indigena,Nombre muisca
Gachetá,Cundinamarca,Origen Indigena,Nombre muisca
Garagoa,Boyacá,Origen Indigena,Nombre muisca
Garzón,Huila,Origen Indigena,Nombre con raíz indígena
Guaduas,Cundinamarca,Origen Indigena,Nombre muisca
Guapi,Cauca,Origen Indigena,Nombre indígena desvirtuado
Guasca,Cundinamarca,Origen Indigena,Nombre muisca
Guatapé,Antioquia,Origen Indigena,"Nombre indígena tahamí, referente a la piedra sagrada"
Guatavita,Cundinamarca,Origen Indigena,"Nombre muisca, laguna sagrada de la leyenda de El Dorado"
Guayabal de Síquima,Cundinamarca,Origen Indigena,Nombre panche
Guática,Risaralda,Origen Indigena,Nombre caribe indígena
Hacarí,Norte de Santander,Origen Indigena,"Nombre derivado de hacaritamas, antiguos indígenas"
Honda,Tolima,Origen Indigena,Nombre colonial con precedente indígena panche
Ibagué,Tolima,Origen Indigena,"Nombre pijao, posiblemente cacique o mujer indígena"
Icononzo,Tolima,Origen Indigena,Nombre pijao que significa 'laguna del tigre'
Ipiales,Nariño,Origen Indigena,Nombre indígena de la región
Itagüí,Antioquia,Origen Indigena,Nombre embera
La Ceja,Antioquia,Origen Indigena,Nombre colonial ubicado en tierra indígena
La Tebaida,Quindío,Origen Indigena,Nombre indígena antiguo
Larandia,Caquetá,Origen Indigena,Nombre indígena de la región
Leticia,Amazonas,Origen Indigena,Nombre indígena ticuna o yagua
Lorica,Córdoba,Origen Indigena,Nombre de cacique indígena Orica
Malambo,Atlántico,Origen Indigena,Nombre indígena mokaná
Manaure,Cesar,Origen Indigena,Nombre de cacique indígena noble
Mariquita,Tolima,Origen Indigena,Nombre derivado de cacique local
Medellín,Antioquia,Origen Indigena,Nombre colonial en territorio indígena ancestral
Mitú,Vaupés,Origen Indigena,Nombre indígena en lengua yeral o ñengatú que significa un ave
Mocoa,Putumayo,Origen Indigena,"Nombre indígena desvirtuado, nombre de río afluente"
Moniquirá,Boyacá,Origen Indigena,Nombre muisca
Momil,Córdoba,Origen Indigena,Nombre indígena
Montelíbano,Córdoba,Origen Indigena,Nombre con raíz indígena y colonial
Mosquera,Cundinamarca,Origen Indigena,Nombre colonial
Murindó,Antioquia,Origen Indigena,Nombre indígena embera
Mutatá,Antioquia,Origen Indigena,Nombre indígena embera
Necoclí,Antioquia,Origen Indigena,Nombre indígena
Neiva,Huila,Origen Indigena,Nombre con posible origen importado
Nimaima,Cundinamarca,Origen Indigena,Nombre panche
Norosí,Bolívar,Origen Indigena,Nombre indígena de origen perdido
Ocaña,Norte de Santander,Origen Indigena,Nombre indígena
Oicatá,Boyacá,Origen Indigena,Nombre muisca
Oporapa,Huila,Origen Indigena,Nombre indígena
Pacho,Cundinamarca,Origen Indigena,"Nombre muisca, significa 'padre bueno'"
Paipa,Boyacá,Origen Indigena,Nombre muisca
Pitalito,Huila,Origen Indigena,Nombre indígena referido a palma amazónica
Popayán,Cauca,Origen Indigena,"Nombre nasa-paez, significa 'dos ríos' o 'viento'"
Puerto Nare,Antioquia,Origen Indigena,Nombre de cacique Naré
Quibdó,Chocó,Origen Indigena,Nombre indígena embera
Quinchía,Risaralda,Origen Indigena,"Nombre indígena, procedente de quinchos"
Quipile,Cundinamarca,Origen Indigena,Nombre panche
Quípama,Boyacá,Origen Indigena,Nombre muzo con actividad esmeraldífera
Ráquira,Boyacá,Origen Indigena,"Nombre muisca, 'ciudad de las ollas'"
Repelón,Atlántico,Origen Indigena,Nombre indígena de región
Rionegro,Antioquia,Origen Indigena,Nombre indígena desvirtuado
San Agustín,Huila,Origen Indigena,Territorio cultural indígena agustiniano
San Basilio de Palenque,Bolívar,Origen Indigena,Pueblo cimarrón con herencia africana e indígena
San Gil,Santander,Origen Indigena,"Nombre colonial, ubicado en territorio indígena guane"
Santa Marta,Magdalena,Origen Indigena,Nombre colonial con raíces indígenas tayronas
Sandoná,Nariño,Origen Indigena,'Lugar de las palmas' en quechua
Simití,Bolívar,Origen Indigena,Nombre indígena tradicional
Soacha,Cundinamarca,Origen Indigena,"Nombre muisca, significa 'hombre del sol'"
Sogamoso,Boyacá,Origen Indigena,"Nombre muisca, significa 'morada del sol'"
Suaza,Huila,Origen Indigena,Nombre indígena; 'río de la tierra pequeña'
Tarazá,Antioquia,Origen Indigena,Nombre indígena del río Tarazá
Tame,Arauca,Origen Indigena,Nombre de cacique indígena
Tibú,Norte de Santander,Origen Indigena,Nombre indígena embera
Titiribí,Antioquia,Origen Indigena,Nombre indígena
Tolú,Sucre,Origen Indigena,Nombre indígena desvirtuado
Tunja,Boyacá,Origen Indigena,"Nombre muisca, 'cercado del cacique'"
Urrao,Antioquia,Origen Indigena,Nombre indígena nutabe
Usiacurí,Atlántico,Origen Indigena,Nombre indígena local
Valledupar,Cesar,Origen Indigena,Derivado del cacique Upar
Vegachí,Antioquia,Origen Indigena,Nombre con sonoridad indígena accidental
Yalí,Antioquia,Origen Indigena,Nombre indígena
Yopal,Casanare,Origen Indigena,Nombre indígena de llanos
Zapatoca,Santander,Origen Indigena,"Nombre guane, 'sepultura del padre en lo alto del río'"
Zipacón,Cundinamarca,Origen Indigena,"Nombre muisca, 'lugar del zipa'"
Zipaquirá,Cundinamarca,Origen Indigena,"Nombre muisca, 'ciudad del zipa', famosa por minas de sal"
Tibasosa,Boyacá,Origen Indigena,Nombre muisca
Tinjacá,Boyacá,Origen Indigena,Nombre muisca
Toca,Boyacá,Origen Indigena,"Nombre muisca, con dos iglesias en la plaza principal"
Togüí,Boyacá,Origen Indigena,Nombre muisca
Tópaga,Boyacá,Origen Indigena,Nombre muisca
Tota,Boyacá,Origen Indigena,"Nombre muisca, hace referencia a 'laguna'"
Tunja,Boyacá,Origen Indigena,"Nombre muisca, 'cercado del cacique'"
Tununguá,Boyacá,Origen Indigena,Nombre muzo
Turmequé,Boyacá,Origen Indigena,Nombre muisca
Turmalina,Santander,Origen Indigena,"Nombre de origen hispano, con legado indígena local"
Ubalá,Cundinamarca,Origen Indigena,Nombre muisca
Ubaté,Cundinamarca,Origen Indigena,Nombre muisca
Unguía,Chocó,Origen Indigena,Nombre indígena del Pacífico colombiano
Une,Cundinamarca,Origen Indigena,Nombre muisca
Úmbita,Boyacá,Origen Indigena,Nombre muisca
Valparaíso,Apartadó (Antioquia),Origen Indigena,Nombre con posible influencia directa indígena en la región
